staterr,subyr,prop_ipse_missing,ipse_one,flag_1
AK,2010,0,0.19921875,TRUE
AK,2011,0,0.2318840579710145,TRUE
AK,2012,0,0.15985130111524162,TRUE
AK,2013,0,0.20149253731343283,TRUE
AK,2014,0,0.21694915254237288,TRUE
AK,2015,0.07481296758104738,0.17955112219451372,TRUE
AK,2016,0.06363636363636363,0.1509090909090909,TRUE
AK,2017,0.06179775280898876,0.3951310861423221,TRUE
AK,2018,0.03794642857142857,0.48660714285714285,TRUE
AK,2019,0.04609218436873747,0.46693386773547096,TRUE
AL,2010,0,0.39177101967799643,TRUE
AL,2011,0,0.46905537459283386,TRUE
AL,2012,0,0.47819767441860467,TRUE
AL,2013,0,0.5171898355754858,TRUE
AL,2014,0,0.45605095541401275,TRUE
AL,2015,0,0.4446043165467626,TRUE
AL,2016,0,0.3699481865284974,TRUE
AL,2017,0,0.3754646840148699,TRUE
AL,2018,0,0.4023934181002244,TRUE
AL,2019,0,0.6070402298850575,TRUE
AR,2010,0.7884378843788438,0.06519065190651907,FALSE
AR,2011,0.6789250353606789,0.0876944837340877,FALSE
AR,2012,0.7349246231155779,0.08668341708542714,FALSE
AR,2013,0.8596938775510204,0.05994897959183673,FALSE
AR,2014,0.8066914498141264,0.05947955390334572,FALSE
AR,2015,0.704191616766467,0.07065868263473053,FALSE
AR,2016,0.6987542468856173,0.061155152887882216,FALSE
AR,2017,0.723092998955068,0.0522466039707419,FALSE
AR,2018,0.36873508353221957,0.5167064439140812,FALSE
AR,2019,0.3385416666666667,0.5677083333333334,FALSE
AZ,2010,0.014945054945054945,0,FALSE
AZ,2011,0.019967266775777415,6.546644844517185e-4,FALSE
AZ,2012,0,0,FALSE
AZ,2013,0,0.3802388199484898,TRUE
AZ,2014,0.020343908936788568,0.5395979656091063,TRUE
AZ,2015,0.011403073872087258,0.522310361923649,TRUE
AZ,2016,0.005989219405070872,0.48253144340187665,TRUE
AZ,2017,0.004118794710600477,0.48471710383698247,TRUE
AZ,2018,0.0061707233459033254,0.5245114844017826,TRUE
AZ,2019,0.0035688793718772305,0.49839400428265523,TRUE
CA,2010,0.8293693693693693,0.17063063063063064,FALSE
CA,2011,0.8367662203913491,0.16323377960865088,FALSE
CA,2012,0.8216728037874803,0.17832719621251972,FALSE
CA,2013,0.8180770497201185,0.18192295027988145,FALSE
CA,2014,0.8166171178219371,0.1833828821780629,FALSE
CA,2015,0.8120667926906112,0.18793320730938878,FALSE
CA,2016,0.8065136935603257,0.19348630643967432,FALSE
CA,2017,0.8112283922288511,0.18877160777114885,FALSE
CA,2018,0.810274188465175,0.1897258115348251,FALSE
CA,2019,0.7909299279633268,0.20907007203667322,FALSE
CO,2010,0,0.025974025974025976,TRUE
CO,2011,0,0.02102973168963017,TRUE
CO,2012,0,0.029306647605432452,TRUE
CO,2013,0,0.04249667994687915,TRUE
CO,2014,0,0.04110468850353243,TRUE
CO,2015,0,0.0420353982300885,TRUE
CO,2016,0,0.03464641670621737,TRUE
CO,2017,0,0.029556650246305417,TRUE
CO,2018,0,0.013814616755793227,TRUE
CO,2019,0,0.01806451612903226,TRUE
CT,2010,0.16666666666666666,0.0020325203252032522,FALSE
CT,2011,0.1852207293666027,0.005758157389635317,FALSE
CT,2012,0.21027592768791628,0.005708848715509039,FALSE
CT,2013,0.18486486486486486,0.001081081081081081,FALSE
CT,2014,0.21782178217821782,0.005940594059405941,FALSE
CT,2015,0.18829268292682927,0.06829268292682927,TRUE
CT,2016,0.1474694589877836,0.08289703315881326,TRUE
CT,2017,0.16838760921366164,0.09293089753772836,TRUE
CT,2018,0.15557553956834533,0.09352517985611511,TRUE
CT,2019,0.18181818181818182,0.11650485436893204,TRUE
DC,2010,0.3333333333333333,0.23529411764705882,FALSE
DC,2011,0.3,0.2,FALSE
DC,2012,0.3392857142857143,0.14285714285714285,FALSE
DC,2013,0.23880597014925373,0.14925373134328357,FALSE
DC,2014,0.23255813953488372,0.23255813953488372,FALSE
DC,2015,0.3181818181818182,0.13636363636363635,FALSE
DC,2016,0.31958762886597936,0.15463917525773196,FALSE
DC,2017,0.30097087378640774,0.14563106796116504,FALSE
DC,2018,0.2553191489361702,0.3049645390070922,FALSE
DC,2019,0.18235294117647058,0.5235294117647059,TRUE
DE,2010,0.8288888888888889,0.09777777777777778,FALSE
DE,2011,0.8257756563245824,0.081145584725537,FALSE
DE,2012,0.8591549295774648,0.09154929577464789,FALSE
DE,2013,0.8487394957983193,0.06722689075630252,FALSE
DE,2014,0.8820375335120644,0.07506702412868632,FALSE
DE,2015,0.8619153674832962,0.08463251670378619,FALSE
DE,2016,0.8640776699029126,0.1029126213592233,FALSE
DE,2017,0.8594059405940594,0.10693069306930693,FALSE
DE,2018,0.945179584120983,0.04158790170132325,FALSE
DE,2019,0.9393939393939394,0.049441786283891544,FALSE
GA,2010,0,0.24772605671482076,TRUE
GA,2011,0,0.26855345911949685,TRUE
GA,2012,0,0.2060280759702725,TRUE
GA,2013,0,0.31784232365145226,TRUE
GA,2014,0,0.284247927358863,TRUE
GA,2015,0,0.24193548387096775,TRUE
GA,2016,0.771462544589774,0.2285374554102259,FALSE
GA,2017,0.6212032137958063,0.3787967862041936,FALSE
GA,2018,0.5270963017209813,0.4729036982790187,FALSE
GA,2019,0.3891891891891892,0.6108108108108108,FALSE
HI,2010,0,0.5668449197860963,TRUE
HI,2011,0,0.5548780487804879,TRUE
HI,2012,0,0.6185567010309279,TRUE
HI,2013,0,0.6743119266055045,TRUE
HI,2014,0,0.7489878542510121,TRUE
HI,2015,0,0.75,TRUE
HI,2016,0,0.6741214057507987,TRUE
HI,2017,0,0.7473684210526316,TRUE
HI,2018,0,0.7325581395348837,TRUE
HI,2019,0,0.6829268292682927,TRUE
ID,2010,1,0,FALSE
ID,2011,1,0,FALSE
ID,2012,1,0,FALSE
ID,2013,1,0,FALSE
ID,2014,1,0,FALSE
ID,2015,1,0,FALSE
ID,2016,1,0,FALSE
ID,2017,1,0,FALSE
ID,2018,0.9983766233766234,0.0016233766233766235,FALSE
ID,2019,0.8036006546644845,0.0425531914893617,FALSE
IL,2010,0,0.005903574942604133,FALSE
IL,2011,0,0.004776526782668032,FALSE
IL,2012,0,0.0037891836031691355,FALSE
IL,2013,0,0.0026999662504218697,FALSE
IL,2014,0,0.007110536522301228,FALSE
IL,2015,0,0.012277867528271405,TRUE
IL,2016,0,0.009928295642581356,FALSE
IL,2017,0,0,FALSE
IL,2018,0,0.009039010466222646,FALSE
IL,2019,0,0.005291005291005291,FALSE
IN,2010,0.14856046065259118,0.054510556621881,TRUE
IN,2011,0.12227741688956821,0.0580817730225449,TRUE
IN,2012,0.0020380434782608695,0.25101902173913043,TRUE
IN,2013,0.00942089221390967,0.22998060404544196,TRUE
IN,2014,0.005791505791505791,0.2471042471042471,TRUE
IN,2015,0.007247921551907909,0.22852270304839054,TRUE
IN,2016,0.016926838442730862,0.27722399849539214,TRUE
IN,2017,0.01488871834228703,0.26477359938603223,TRUE
IN,2018,0.009928456709008614,0.2528836326471018,TRUE
IN,2019,0.008962679988245665,0.2540405524537173,TRUE
KS,2010,1,0,FALSE
KS,2011,1,0,FALSE
KS,2012,1,0,FALSE
KS,2013,1,0,FALSE
KS,2014,1,0,FALSE
KS,2015,1,0,FALSE
KS,2016,1,0,FALSE
KS,2017,1,0,FALSE
KS,2018,0,0.015432098765432098,TRUE
KS,2019,0,0.08048780487804878,TRUE
KY,2010,0.9811507936507936,0.005952380952380952,FALSE
KY,2011,0.9845528455284552,0.0032520325203252032,FALSE
KY,2012,0.9771515613099772,0.00456968773800457,FALSE
KY,2013,0.9701863354037267,0.007453416149068323,FALSE
KY,2014,0.30494371023005384,0.33969652471855116,FALSE
KY,2015,0.009985734664764621,0.463623395149786,TRUE
KY,2016,0.010945709281961471,0.5411558669001751,TRUE
KY,2017,0.018495684340320593,0.5585696670776819,TRUE
KY,2018,0.01664025356576862,0.5843898573692552,TRUE
KY,2019,0.010343677010343676,0.5789122455789123,TRUE
LA,2010,1,0,FALSE
LA,2011,1,0,FALSE
LA,2012,1,0,FALSE
LA,2013,1,0,FALSE
LA,2014,1,0,FALSE
LA,2015,1,0,FALSE
LA,2016,1,0,FALSE
LA,2017,1,0,FALSE
LA,2018,0,0.6812943262411347,TRUE
LA,2019,0,0.7615683504062168,TRUE
MA,2010,0.9795751633986928,0,FALSE
MA,2011,0.976061776061776,0,FALSE
MA,2012,0.9734114465975665,4.506534474988734e-4,FALSE
MA,2013,0.9786184210526315,0,FALSE
MA,2014,0.9806522940851299,0,FALSE
MA,2015,0.9770544290288153,0,FALSE
MA,2016,0.14436167480092474,0.6984330850244028,TRUE
MA,2017,0.0024148108398175474,0.7381271800375637,TRUE
MA,2018,0.0019151846785225718,0.7504787961696306,TRUE
MA,2019,0.0035056967572304996,0.735904177621969,TRUE
MD,2010,0.6346153846153846,0.23076923076923078,FALSE
MD,2011,0.875,0.125,FALSE
MD,2012,0,0.1875,TRUE
MD,2013,0,0.5,TRUE
MD,2014,0,0.13157894736842105,TRUE
MD,2015,0,0.15808823529411764,TRUE
MD,2016,0,0.11811023622047244,TRUE
MD,2017,0,0.148014440433213,TRUE
MD,2018,0,0.22131147540983606,TRUE
MD,2019,0,0.17120622568093385,TRUE
ME,2010,0,0.3631713554987212,TRUE
ME,2011,0,0.38155136268343814,TRUE
ME,2012,0,0.3838383838383838,TRUE
ME,2013,0,0.39552238805970147,TRUE
ME,2014,0,0.38881491344873503,TRUE
ME,2015,0,0.42168674698795183,TRUE
ME,2016,0,0.37309292649098474,TRUE
ME,2017,0,0.3919354838709677,TRUE
ME,2018,0,0.2956120092378753,TRUE
ME,2019,0,0.3141263940520446,TRUE
MI,2010,0.7775147928994083,0.0485207100591716,FALSE
MI,2011,0.7912150598973189,0.04620650313747861,FALSE
MI,2012,0.8123537669630323,0.04632662611137108,FALSE
MI,2013,0.8140307181403071,0.043171440431714406,FALSE
MI,2014,0,0.21805328983143013,TRUE
MI,2015,0,0.04580152671755725,TRUE
MI,2016,0,0.23805229936880073,TRUE
MI,2017,0,0.28981977593765224,TRUE
MI,2018,0,0.6961722488038278,TRUE
MI,2019,0,0.7308102345415778,TRUE
MN,2010,0,0.21428571428571427,TRUE
MN,2011,0,0.2205188679245283,TRUE
MN,2012,0,0.2319915254237288,TRUE
MN,2013,0,0.2409090909090909,TRUE
MN,2014,0,0.29509632224168125,TRUE
MN,2015,0,0.2528169014084507,TRUE
MN,2016,0,0.23760092272202998,TRUE
MN,2017,0,0.738003838771593,TRUE
MN,2018,0,0.7678401522359658,TRUE
MN,2019,0,0.7664268585131895,TRUE
MO,2010,0.5787139689578714,0.07760532150776053,FALSE
MO,2011,0.5050100200400801,0.09018036072144289,FALSE
MO,2012,0.5108303249097473,0.09025270758122744,FALSE
MO,2013,0.5387387387387388,0.07207207207207207,FALSE
MO,2014,0.5201238390092879,0.08668730650154799,FALSE
MO,2015,0.5062695924764891,0.07993730407523511,FALSE
MO,2016,0.5595054095826894,0.11591962905718702,FALSE
MO,2017,0.5416012558869702,0.12244897959183673,FALSE
MO,2018,0.5770392749244713,0.1268882175226586,FALSE
MO,2019,0.5769944341372912,0.10018552875695733,FALSE
MS,2010,0,0.13894324853228962,TRUE
MS,2011,0,0.12260536398467432,TRUE
MS,2012,0,0.0812274368231047,TRUE
MS,2013,0,0.07095709570957096,TRUE
MS,2014,0,0.08519553072625698,TRUE
MS,2015,0,0.24066924066924067,TRUE
MS,2016,0,0.4687830687830688,TRUE
MS,2017,0,0.43952802359882004,TRUE
MS,2018,0,0.3747300215982721,TRUE
MS,2019,0,0.36009174311926606,TRUE
MT,2010,0.9354838709677419,0.06451612903225806,FALSE
MT,2011,0.9281437125748503,0.0718562874251497,FALSE
MT,2012,0.9227053140096618,0.07729468599033816,FALSE
MT,2013,0.875,0.125,FALSE
MT,2014,0.8647058823529412,0.13529411764705881,FALSE
MT,2015,0.8801652892561983,0.11983471074380166,FALSE
MT,2016,0.782608695652174,0.21739130434782608,FALSE
MT,2017,0.7981927710843374,0.20180722891566266,FALSE
MT,2018,0.8100890207715133,0.18991097922848665,FALSE
MT,2019,0.8143236074270557,0.1856763925729443,FALSE
NC,2010,1,0,FALSE
NC,2011,1,0,FALSE
NC,2012,1,0,FALSE
NC,2013,1,0,FALSE
NC,2014,1,0,FALSE
NC,2015,1,0,FALSE
NC,2016,1,0,FALSE
NC,2017,0.9983726606997559,0,FALSE
NC,2018,1,0,FALSE
NC,2019,0.8888888888888888,0.023255813953488372,FALSE
NE,2010,0.7360824742268042,0.016494845360824743,FALSE
NE,2011,0.8293515358361775,0.010238907849829351,FALSE
NE,2012,0.6831683168316832,0.06930693069306931,FALSE
NE,2013,0.11678832116788321,0.24087591240875914,TRUE
NE,2014,0.1040339702760085,0.3184713375796178,TRUE
NE,2015,0.2937181663837012,0.2733446519524618,FALSE
NE,2016,0.4026717557251908,0.25190839694656486,FALSE
NE,2017,0.3628808864265928,0.3864265927977839,FALSE
NE,2018,0.2826086956521739,0.5267558528428093,FALSE
NE,2019,0.2357473035439137,0.5485362095531587,FALSE
NH,2010,0.7086614173228346,0.29133858267716534,FALSE
NH,2011,0.7435897435897436,0.2564102564102564,FALSE
NH,2012,0.6956521739130435,0.30434782608695654,FALSE
NH,2013,0.5766423357664233,0.4233576642335766,FALSE
NH,2014,0.4895833333333333,0.5104166666666666,FALSE
NH,2015,0.4774193548387097,0.5225806451612903,FALSE
NH,2016,0.4198895027624309,0.580110497237569,FALSE
NH,2017,0.4349775784753363,0.5650224215246636,FALSE
NH,2018,0.48677248677248675,0.5132275132275133,FALSE
NH,2019,0.5792349726775956,0.4207650273224044,FALSE
NJ,2010,0.015345268542199489,0.4124040920716113,TRUE
NJ,2011,0.017088174982911826,0.4374572795625427,TRUE
NJ,2012,0.01217948717948718,0.4371794871794872,TRUE
NJ,2013,0.009968847352024923,0.42679127725856697,TRUE
NJ,2014,0.012476606363069246,0.4447910168434186,TRUE
NJ,2015,0.018724400234055003,0.4593329432416618,TRUE
NJ,2016,0.01517706576728499,0.48285553681843735,TRUE
NJ,2017,0.01631578947368421,0.4394736842105263,TRUE
NJ,2018,0.007969995311767463,0.4477262072198781,TRUE
NJ,2019,0.010980392156862745,0.4356862745098039,TRUE
NM,2010,0,0.7142857142857143,TRUE
NM,2011,0,0.689795918367347,TRUE
NM,2012,0,0.7361963190184049,TRUE
NM,2013,0,0.7057877813504824,TRUE
NM,2014,0,0.7386363636363636,TRUE
NM,2015,0,0.7554904831625183,TRUE
NM,2016,0,0.8062283737024222,TRUE
NM,2017,0,0.8042488619119879,TRUE
NM,2018,0,0.7960122699386503,TRUE
NM,2019,0,0.7764390896921017,TRUE
NV,2010,0.37177541729893776,0.15022761760242792,FALSE
NV,2011,0.37564102564102564,0.16794871794871793,FALSE
NV,2012,0.39735894357743096,0.17767106842737096,FALSE
NV,2013,0.43023255813953487,0.1744186046511628,FALSE
NV,2014,0.5388828039430449,0.13581599123767799,FALSE
NV,2015,0.6633663366336634,0.0819081908190819,FALSE
NV,2016,0.7744133232399697,0.07115821347464042,FALSE
NV,2017,0.8376500315855969,0.03916614024005054,FALSE
NV,2018,0.868995633187773,0.03329694323144105,FALSE
NV,2019,0.19239904988123516,0.8076009501187649,TRUE
OH,2010,0,0,FALSE
OH,2011,0,0.32531645569620254,TRUE
OH,2012,0,0.3096774193548387,TRUE
OH,2013,0,0.3516483516483517,TRUE
OH,2014,0,0.3394285714285714,TRUE
OH,2015,0.4653014789533561,0.4197952218430034,FALSE
OH,2016,0.4155578300921187,0.49334698055271237,FALSE
OH,2017,0.42489711934156377,0.4711934156378601,FALSE
OH,2018,0.1769208959455628,0.765806634533598,TRUE
OH,2019,0,0.7965914664051006,TRUE
OK,2010,0.9805900621118012,0.019409937888198756,FALSE
OK,2011,0,0.4275808936825886,TRUE
OK,2012,0,0.3918398768283295,TRUE
OK,2013,0,0.41097818437719913,TRUE
OK,2014,0,0.4033426183844011,TRUE
OK,2015,0.02190923317683881,0.42566510172143973,TRUE
OK,2016,0.013768485466598673,0.5588985211626721,TRUE
OK,2017,0.013493253373313344,0.5702148925537232,TRUE
OK,2018,0.01105583195135434,0.589828634604754,TRUE
OK,2019,0.01603206412825651,0.5521042084168337,TRUE
OR,2012,0.853393665158371,0.11312217194570136,FALSE
OR,2014,0,0.5183727034120735,TRUE
OR,2015,0,0.4982981620149762,TRUE
OR,2016,0,0.4988876529477197,TRUE
OR,2017,0,0.5582460732984293,TRUE
OR,2018,0,0.5376344086021505,TRUE
OR,2019,0,0.5131964809384164,TRUE
RI,2010,0.5652173913043478,0.22554347826086957,FALSE
RI,2011,0.7002881844380403,0.16138328530259366,FALSE
RI,2012,0.6869806094182825,0.1440443213296399,FALSE
RI,2013,0.6080691642651297,0.21037463976945245,FALSE
RI,2014,0.6438679245283019,0.17452830188679244,FALSE
RI,2015,0.616580310880829,0.17357512953367876,FALSE
RI,2016,0.5896739130434783,0.30434782608695654,FALSE
RI,2017,0.6054421768707483,0.2743764172335601,FALSE
RI,2018,0.43859649122807015,0.4269005847953216,FALSE
RI,2019,0.4878048780487805,0.37073170731707317,FALSE
SC,2010,0.09343629343629344,0.21698841698841698,TRUE
SC,2011,0.07965299684542587,0.278391167192429,TRUE
SC,2012,0.17989417989417988,0.31897203325774753,TRUE
SC,2013,0.26580557443915703,0.32426920462270564,FALSE
SC,2014,0.23356732610082961,0.32546266751754943,FALSE
SC,2015,0.16170903190914007,0.30773391022174146,TRUE
SC,2016,0.8628665840561751,0.05452292441140025,FALSE
SC,2017,0.4521640091116173,0.22513287775246774,FALSE
SC,2018,0.46117804551539493,0.2215528781793842,FALSE
SC,2019,0.5154882154882154,0.20909090909090908,FALSE
SD,2010,0.015037593984962405,0.3082706766917293,TRUE
SD,2011,0.007751937984496124,0.3333333333333333,TRUE
SD,2012,0.016260162601626018,0.2682926829268293,TRUE
SD,2013,0.024193548387096774,0.2903225806451613,TRUE
SD,2014,0.031007751937984496,0.37209302325581395,TRUE
SD,2015,0.03289473684210526,0.4605263157894737,TRUE
SD,2016,0.02185792349726776,0.47540983606557374,TRUE
SD,2017,0.025510204081632654,0.5510204081632653,TRUE
SD,2018,0.03409090909090909,0.6022727272727273,TRUE
SD,2019,0.05232558139534884,0.5406976744186046,TRUE
TN,2011,0,0.08320433436532508,TRUE
TN,2012,0,0.08247011952191236,TRUE
TN,2013,0,0.09028281363306744,TRUE
TN,2014,0,0.07746478873239436,TRUE
TN,2015,0,0.08689407540394974,TRUE
TN,2016,0.8054835124120044,0.16376435716932197,FALSE
TN,2017,0.8917937545388526,0.07770515613652869,FALSE
TN,2018,0.8570321580782643,0.11390933746609841,FALSE
TN,2019,0.6389937106918239,0.33773584905660375,FALSE
TX,2010,0,0.37409440175631176,TRUE
TX,2011,0,0.3597442011706048,TRUE
TX,2012,0,0.3642503376857272,TRUE
TX,2013,0,0.34299355984898955,TRUE
TX,2014,0,0.33522258862324816,TRUE
TX,2015,0,0.308637236084453,TRUE
TX,2016,0,0.2898893407736688,TRUE
TX,2017,0,0.28506867523260965,TRUE
TX,2018,0,0.2683359971585864,TRUE
TX,2019,0,0.2609949531362653,TRUE
UT,2010,0,0.04207920792079208,TRUE
UT,2011,0,0.05822784810126582,TRUE
UT,2012,0,0.30114942528735633,TRUE
UT,2013,0,0.2920892494929006,TRUE
UT,2014,0,0.28278041074249605,TRUE
UT,2015,0,0.27019498607242337,TRUE
UT,2016,0,0.32348993288590605,TRUE
UT,2017,0,0.3787528868360277,TRUE
UT,2018,0,0.5367573011077543,TRUE
UT,2019,0,0.5308151093439364,TRUE
VA,2010,0,0.028526148969889066,TRUE
VA,2011,0,0.023744292237442923,TRUE
VA,2012,0,0.021035598705501618,TRUE
VA,2013,0,0.025923016496465043,TRUE
VA,2014,0,0.03125,TRUE
VA,2015,1,0,FALSE
VA,2016,1,0,FALSE
VA,2017,1,0,FALSE
VA,2018,1,0,FALSE
VA,2019,0.9872476089266737,0.012752391073326248,FALSE
VT,2010,1,0,FALSE
VT,2011,1,0,FALSE
VT,2012,1,0,FALSE
VT,2013,1,0,FALSE
VT,2014,1,0,FALSE
VT,2015,1,0,FALSE
VT,2016,1,0,FALSE
VT,2017,1,0,FALSE
VT,2018,1,0,FALSE
VT,2019,1,0,FALSE
WA,2010,0.22321428571428573,0.3794642857142857,FALSE
WA,2011,0.1827637444279346,0.35661218424962854,TRUE
WA,2012,0.1562021439509954,0.38284839203675347,TRUE
WA,2013,0.12735849056603774,0.3867924528301887,TRUE
WA,2014,0.07877813504823152,0.42765273311897106,TRUE
WA,2015,0.22434782608695653,0.30434782608695654,FALSE
WA,2016,0.24263038548752835,0.31519274376417233,FALSE
WA,2017,0.2,0.3020833333333333,TRUE
WA,2018,0.24509803921568626,0.2627450980392157,FALSE
WA,2019,0.5112456747404844,0.29498269896193774,FALSE
WI,2010,0,0.07964601769911504,TRUE
WI,2011,0,0.03825136612021858,TRUE
WI,2012,0,0.05572755417956656,TRUE
WI,2013,0,0.053824362606232294,TRUE
WI,2014,0,0.057291666666666664,TRUE
WI,2015,0,0.06018518518518518,TRUE
WI,2016,0,0.044585987261146494,TRUE
WI,2017,0,0.06818181818181818,TRUE
WI,2018,0,0.037037037037037035,TRUE
WI,2019,0,0.04526748971193416,TRUE
WV,2010,0,0.09482758620689655,TRUE
WV,2011,0,0.06925207756232687,TRUE
WV,2012,0,0.049868766404199474,TRUE
WV,2013,0,0.033482142857142856,TRUE
WV,2014,0,0.05537459283387622,TRUE
WV,2015,0,0.4209621993127148,TRUE
WV,2016,0,0.326158940397351,TRUE
WV,2017,0,0.41825095057034223,TRUE
WV,2018,0,0.5566842746850874,TRUE
WV,2019,0,0.5543071161048689,TRUE
WY,2010,0,0.2361111111111111,TRUE
WY,2011,0,0.10588235294117647,TRUE
WY,2012,0,0.16455696202531644,TRUE
WY,2013,0.7638888888888888,0.2361111111111111,FALSE
WY,2014,0.7368421052631579,0.2631578947368421,FALSE
WY,2015,0.7671232876712328,0.2328767123287671,FALSE
WY,2016,0.717391304347826,0.2826086956521739,FALSE
WY,2017,0.7468354430379747,0.25316455696202533,FALSE
WY,2018,0.7,0.3,FALSE
WY,2019,0.8083333333333333,0.19166666666666668,FALSE
